timestamp,deal_id,region,deal_amount,loss_probability,alert_type
2026-02-14 18:01:20.938049,D02777,Europe,61551,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.938312,D02780,India,99886,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.938818,D02786,Europe,65576,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.939004,D02788,Europe,71808,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.940667,D02809,APAC,78334,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.940933,D02812,APAC,89667,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.942223,D02827,India,94408,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.944073,D02850,India,87967,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.944903,D02860,APAC,95602,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.945879,D02872,APAC,71247,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.946255,D02876,Europe,99913,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.946645,D02880,APAC,53473,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.946761,D02881,Europe,83147,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.947216,D02886,APAC,87624,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.947831,D02893,North America,62743,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.947941,D02894,North America,88591,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.948465,D02900,India,54859,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.949385,D02911,North America,92053,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.952539,D02949,APAC,64536,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.952982,D02954,Europe,62577,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.953178,D02956,Europe,56057,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.953367,D02958,APAC,57366,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.953654,D02961,Europe,73647,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.954112,D02966,North America,55903,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.955203,D02979,Europe,67244,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.955633,D02984,Europe,95334,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.955900,D02987,APAC,81805,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.956179,D02990,India,68717,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.957230,D03003,Europe,71186,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.957502,D03006,APAC,94844,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.957759,D03009,Europe,77734,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.958539,D03018,North America,85891,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.960057,D03037,India,63570,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.961004,D03049,Europe,63173,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.964772,D03094,APAC,78254,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.966587,D03116,APAC,84546,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.967188,D03124,Europe,58970,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.967560,D03128,North America,88937,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.967828,D03131,APAC,73375,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.967935,D03132,North America,66176,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.969168,D03147,Europe,85506,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.969272,D03148,APAC,89769,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.969701,D03153,APAC,70334,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.969808,D03154,APAC,60757,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.970206,D03159,India,70468,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.970591,D03163,North America,79757,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.970699,D03164,APAC,65560,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.971509,D03174,APAC,64532,0.58,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.972530,D03186,India,69896,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.972732,D03188,North America,69600,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.972837,D03189,North America,98926,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.973575,D03198,Europe,93784,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.974451,D03209,APAC,77736,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.974557,D03210,India,68958,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.974981,D03215,APAC,72394,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.975584,D03222,India,52259,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.975862,D03225,India,58150,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.975982,D03226,APAC,53173,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.976308,D03230,APAC,55433,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.977237,D03241,Europe,58287,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.977345,D03242,India,98426,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.977543,D03244,Europe,50662,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.977960,D03249,India,57034,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.978157,D03251,Europe,56631,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.978832,D03259,North America,76621,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.979815,D03271,India,92813,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.980025,D03273,APAC,71288,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.981054,D03286,North America,57029,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.983190,D03313,Europe,58266,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.984741,D03332,APAC,74980,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.985018,D03335,Europe,76513,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.986100,D03348,India,99214,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.987990,D03371,North America,50909,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.988343,D03375,APAC,94056,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.988562,D03377,APAC,82221,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.989804,D03392,APAC,58887,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.990447,D03399,Europe,60815,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.990561,D03400,APAC,60057,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.990884,D03404,APAC,66659,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.991093,D03406,Europe,52118,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.991328,D03409,APAC,81718,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.992315,D03421,Europe,51118,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.992585,D03424,Europe,65393,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.992682,D03425,India,78449,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.994593,D03442,APAC,66309,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.996224,D03460,North America,51764,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.996544,D03464,Europe,54638,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.996797,D03467,APAC,66394,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.997268,D03474,North America,60737,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.997358,D03475,APAC,99500,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.997721,D03480,North America,96651,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.998998,D03499,APAC,63753,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.999643,D03508,India,88297,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.000149,D03515,Europe,65553,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.000303,D03517,APAC,81170,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.000628,D03521,Europe,59925,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.001141,D03528,North America,78748,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.002468,D03547,North America,81190,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.002642,D03549,APAC,95200,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.003080,D03555,India,93947,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.004516,D03573,North America,74783,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.005647,D03587,APAC,79469,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.005854,D03589,India,74898,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.006696,D03600,Europe,52846,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.006810,D03601,Europe,83154,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.007063,D03604,North America,84956,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.007904,D03614,APAC,50151,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.009202,D03630,Europe,63278,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.010398,D03645,Europe,51425,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.010616,D03647,APAC,65584,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.010823,D03649,APAC,72054,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.011510,D03658,North America,57043,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.012010,D03664,India,84937,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.013658,D03685,APAC,52039,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.014247,D03692,APAC,74554,0.58,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.014479,D03694,Europe,66273,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.015066,D03701,North America,85213,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.015405,D03705,North America,74420,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.017144,D03726,Europe,56241,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.017653,D03732,APAC,89300,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.018018,D03736,APAC,91864,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.019663,D03755,Europe,75712,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.019951,D03758,APAC,85823,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.021615,D03777,APAC,85565,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.021974,D03781,Europe,77059,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.022465,D03787,APAC,64006,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.022834,D03791,APAC,79006,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.023358,D03798,APAC,75870,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.023616,D03801,Europe,74886,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.023855,D03804,Europe,57410,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.027927,D03825,India,61612,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.028764,D03836,India,91214,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.029150,D03841,APAC,55214,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.033111,D03861,Europe,50318,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.033390,D03864,North America,94009,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.035679,D03865,Europe,64644,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.035999,D03868,Europe,64165,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.036515,D03874,APAC,82480,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.043137,D03902,APAC,71167,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.044829,D03912,North America,56530,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.045112,D03915,India,50210,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.045308,D03917,APAC,82133,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.045653,D03921,India,55179,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.045783,D03922,North America,70272,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.045891,D03923,APAC,69434,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.052406,D03942,Europe,77442,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.056115,D03960,Europe,58387,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.056332,D03962,India,68885,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.060370,D03985,India,86255,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.061401,D03987,North America,62274,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.064300,D03999,Europe,86977,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.066698,D04001,North America,81889,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.067075,D04005,India,60030,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.067421,D04009,Europe,59074,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.068101,D04016,North America,93895,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.068370,D04019,India,57010,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.071201,D04027,Europe,62748,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.071487,D04030,Europe,68631,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.077626,D04051,India,67546,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.082055,D04076,Europe,55452,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.085569,D04083,APAC,65801,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.086303,D04091,North America,52528,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.086613,D04094,India,53605,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.089142,D04100,India,96340,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.093243,D04143,Europe,93767,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.096208,D04178,India,63492,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.097071,D04190,North America,84934,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.098143,D04206,APAC,69423,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.099269,D04222,Europe,74888,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.101173,D04229,APAC,79632,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.101518,D04233,North America,55810,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.105004,D04274,North America,54739,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.105552,D04280,Europe,78055,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.106115,D04286,APAC,64705,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.106360,D04289,India,63584,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.107191,D04299,North America,61810,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.108473,D04315,Europe,62140,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.109292,D04325,North America,60616,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.109928,D04332,APAC,91500,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.110043,D04333,Europe,74476,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.110866,D04343,North America,88768,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.111181,D04347,Europe,54503,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.113969,D04381,North America,75419,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.114316,D04385,North America,63928,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.115383,D04398,APAC,53391,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.117531,D04424,Europe,80056,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.118549,D04436,India,72853,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.118658,D04437,APAC,86279,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.119540,D04447,India,70303,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.120638,D04461,APAC,81099,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.121004,D04465,Europe,50742,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.121110,D04466,India,94601,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.122144,D04479,North America,59360,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.123935,D04501,APAC,92322,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.124792,D04511,APAC,91873,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.126377,D04531,North America,51441,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.126672,D04534,APAC,80230,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.126801,D04535,APAC,86710,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.127699,D04546,Europe,58347,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.128846,D04559,APAC,56524,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.129988,D04573,Europe,83088,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.130578,D04580,Europe,90026,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.131038,D04585,India,75849,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.131213,D04587,India,96408,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.132200,D04599,North America,97577,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.132311,D04600,North America,95091,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.132590,D04603,India,79333,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.133789,D04617,APAC,99526,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.135720,D04640,India,58730,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.135910,D04642,APAC,67729,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.136526,D04649,APAC,65563,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.136645,D04650,APAC,62751,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.137219,D04654,Europe,96794,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.137819,D04661,North America,85565,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.137925,D04662,India,98649,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.138864,D04673,Europe,53007,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.139062,D04675,APAC,54199,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.139177,D04676,India,55202,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.139467,D04679,North America,52202,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.140061,D04686,APAC,83767,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.140489,D04691,APAC,56438,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.141001,D04697,Europe,77841,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.141332,D04701,APAC,64757,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.141953,D04709,APAC,94567,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.143750,D04731,APAC,88484,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.145827,D04757,APAC,53687,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.146907,D04770,APAC,99114,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.147393,D04776,North America,90807,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.147611,D04778,APAC,97280,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.148202,D04785,APAC,67820,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.149134,D04796,APAC,51516,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.149395,D04799,APAC,51748,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.150365,D04810,APAC,57964,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.153007,D04843,India,55971,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.153389,D04847,APAC,77482,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.154654,D04862,Europe,53508,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.155418,D04871,India,66518,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.156171,D04879,APAC,96732,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.156464,D04882,APAC,62879,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.158034,D04900,APAC,63733,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.158500,D04905,APAC,76124,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.158796,D04908,North America,60596,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.158909,D04909,Europe,63928,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.160255,D04926,APAC,60859,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.161114,D04936,APAC,95389,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.161901,D04945,India,94065,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.162478,D04952,North America,70711,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.163270,D04962,North America,67665,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.163481,D04964,Europe,63341,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.163594,D04965,Europe,54307,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.164216,D04972,India,72450,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.164614,D04975,APAC,61701,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.165127,D04981,North America,97726,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:21.166637,D04999,APAC,50717,0.52,HIGH_RISK_HIGH_VALUE
